label,schema,short,vaf,identify
Hygiene Practices & Water Conservation:Extent to which type of facility is safe and hygienic::No access to safe. hygienic (cleanable surfaces and well drained). shower. bathing. laundry. dish washing facilities,/Home_visit_version3/WASH/washg4/washg4q1:washg4q1a3,Hygiene.Practices.and.Water.Conservation.Extent.to.which.type.of.facility.is.safe.and.hygienic..No.access.to.safe..hygienic..cleanable.surfaces.and.well.drained...shower..bathing..laundry..dish.washing.facilities,,
Monthly Expenditure (JD):The portion Rent that you are paying,/Home_visit_version3/FA/EXG1/exg1q1,Monthly.Expenditure..JD..The.portion.Rent.that.you.are.paying,,
Monthly Expenditure (JD):Utilities (electricity. gas. etc.),/Home_visit_version3/FA/EXG1/exg1q2,Monthly.Expenditure..JD..Utilities..electricity..gas..etc..,,
Monthly Expenditure (JD):Food (excluding WFP vouchers),/Home_visit_version3/FA/EXG1/exg1q11,Monthly.Expenditure..JD..Food..excluding.WFP.vouchers..,,
Monthly Expenditure (JD):Water (network. tanker. bottled. dislodging waste water. etc.),/Home_visit_version3/FA/EXG1/exg1q3,Monthly.Expenditure..JD..Water..network..tanker..bottled..dislodging.waste.water..etc..,,
Monthly Expenditure (JD):Treatment (medical. pharmaceuticals),/Home_visit_version3/FA/EXG1/exg1q4,Monthly.Expenditure..JD..Treatment..medical..pharmaceuticals..,,
Monthly Expenditure (JD):Education,/Home_visit_version3/FA/EXG1/exg1q5,Monthly.Expenditure..JD..Education,,
Monthly Expenditure (JD):Transportation,/Home_visit_version3/FA/EXG1/exg1q6,Monthly.Expenditure..JD..Transportation,,
Monthly Expenditure (JD):Infant needs (diapers/milk),/Home_visit_version3/FA/EXG1/exg1q7,Monthly.Expenditure..JD..Infant.needs..diapers..milk..,,
Monthly Expenditure (JD):Basic HH items (hygiene & NFIs),/Home_visit_version3/FA/EXG1/exg1q8,Monthly.Expenditure..JD..Basic.HH.items..hygiene.and.NFIs..,,
Monthly Expenditure (JD):Debt repayment (monthly),/Home_visit_version3/FA/EXG1/exg1q9,Monthly.Expenditure..JD..Debt.repayment..monthly..,,
Monthly Expenditure (JD):Other. please specify,/Home_visit_version3/FA/EXG1/exg1q10,Monthly.Expenditure..JD..Other..please.specify,,
Financial Situation:Total Expenditure,/Home_visit_version3/FA/Total_Expenditure,Financial.Situation.Total.Expenditure,,
Financial Situation:Please specify Expenditure :,/Home_visit_version3/FA/exg1q12,Financial.Situation.Please.specify.Expenditure..,,
Monthly Income (JD):Proceeds from work (monthly),/Home_visit_version3/FA/Income/ing1q1,Monthly.Income..JD..Proceeds.from.work..monthly..,,
Monthly Income (JD):Pension,/Home_visit_version3/FA/Income/ing1q2,Monthly.Income..JD..Pension,,
Monthly Income (JD):Income from assets in COO,/Home_visit_version3/FA/Income/ing1q3,Monthly.Income..JD..Income.from.assets.in.COO,,
Monthly Income (JD):Remittances.,/Home_visit_version3/FA/Income/ing1q4,Monthly.Income..JD..Remittances.,,
Monthly Income (JD):Income from other organizations or charitable donations - monthly and continuously (not from UNHCR). From whom:,/Home_visit_version3/FA/Income/ing1q5,Monthly.Income..JD..Income.from.other.organizations.or.charitable.donations...monthly.and.continuously..not.from.UNHCR...From.whom.,,
Monthly Income (JD):Other income (specify):,/Home_visit_version3/FA/Income/ing1q6,Monthly.Income..JD..Other.income..specify..,,
Financial Situation:Total income :,/Home_visit_version3/FA/Total_income,Financial.Situation.Total.income..,,
Financial Situation:Remittances. where (country):,/Home_visit_version3/FA/ing1q7,Financial.Situation.Remittances..where..country..,,
Financial Situation:Remittances. whom (relationship):,/Home_visit_version3/FA/ing1q8,Financial.Situation.Remittances..whom..relationship..,,yes
Financial Situation:Income from other organizations or charitable donations - monthly and continuously (not from UNHCR). From whom::Local CBO,/Home_visit_version3/FA/ing1q9:Local_CBO,Financial.Situation.Income.from.other.organizations.or.charitable.donations...monthly.and.continuously..not.from.UNHCR...From.whom..Local.CBO,,yes
Financial Situation:Income from other organizations or charitable donations - monthly and continuously (not from UNHCR). From whom::International NGOs,/Home_visit_version3/FA/ing1q9:International_NGOs,Financial.Situation.Income.from.other.organizations.or.charitable.donations...monthly.and.continuously..not.from.UNHCR...From.whom..International.NGOs,,yes
Financial Situation:Income from other organizations or charitable donations - monthly and continuously (not from UNHCR). From whom::Other specify,/Home_visit_version3/FA/ing1q9:Other_specify,Financial.Situation.Income.from.other.organizations.or.charitable.donations...monthly.and.continuously..not.from.UNHCR...From.whom..Other.specify,,yes
Financial Situation:wirte the name of the organization that gives you the donation :,/Home_visit_version3/FA/ing1q10,Financial.Situation.wirte.the.name.of.the.organization.that.gives.you.the.donation..,,yes
Financial Situation:specify other income:,/Home_visit_version3/FA/ing1q12,Financial.Situation.specify.other.income.,,yes
Financial Situation:Are you receiving cash assistance form UNHCR ::Yes,/Home_visit_version3/FA/ing1q11:Yes,Financial.Situation.Are.you.receiving.cash.assistance.form.UNHCR...Yes,,
Financial Situation:Are you receiving cash assistance form UNHCR ::No,/Home_visit_version3/FA/ing1q11:No,Financial.Situation.Are.you.receiving.cash.assistance.form.UNHCR...No,,
Financial Situation:If there is a gap between the monthly expenditure and the monthly income. how do you manage to fill this gap?,/Home_visit_version3/FA/g1q14,Financial.Situation.If.there.is.a.gap.between.the.monthly.expenditure.and.the.monthly.income..how.do.you.manage.to.fill.this.gap..,,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Living together with host family (Jordanian & Syrian),/Home_visit_version3/povg/povg1q1_VAF:povg1q1a1,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Living.together.with.host.family..Jordanian.and.Syrian,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Sharing costs with host family (Jordanian & Syrian),/Home_visit_version3/povg/povg1q1_VAF:povg1q1a2,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Sharing.costs.with.host.family..Jordanian.and.Syrian,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Support from family members (irregular remittances),/Home_visit_version3/povg/povg1q1_VAF:povg1q1a3,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Support.from.family.members..irregular.remittances,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Support from host community (Jordanian ),/Home_visit_version3/povg/povg1q1_VAF:povg1q1a4,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Support.from.host.community..Jordanian,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Humanitarian assistance (CBOs. personal donations. etc.),/Home_visit_version3/povg/povg1q1_VAF:povg1q1a5,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Humanitarian.assistance..CBOs..personal.donations..etc,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling properties (jewelry. car. etc.),/Home_visit_version3/povg/povg1q1_VAF:povg1q1a6,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Selling.properties..jewelry..car..etc,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling food vouchers,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a7,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Selling.food.vouchers,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Selling household assets,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a8,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Selling.household.assets,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Borrowing money,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a9,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Borrowing.money,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Buying against credit,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a10,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Buying.against.credit,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Dropping children out from school,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a11,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Dropping.children.out.from.school,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Child labor (<16 years),/Home_visit_version3/povg/povg1q1_VAF:povg1q1a12,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Child.labor....16.years,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Begging,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a13,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Begging,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Savings,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a14,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Savings,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Irregular work,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a15,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Irregular.work,yes,
Poverty & Coping Strategies:What are the coping strategies that you used in the last six months? (Select all that apply)?:Have not paid the rent for the past months,/Home_visit_version3/povg/povg1q1_VAF:povg1q1a16,Poverty.and.Coping.Strategies.What.are.the.coping.strategies.that.you.used.in.the.last.six.months..Select.all.that.apply.....Have.not.paid.the.rent.for.the.past.months,yes,
Poverty & Coping Strategies:IF Saving how much !,/Home_visit_version3/povg/povg1q4_VAF,Poverty.and.Coping.Strategies.IF.Saving.how.much.,yes,
Poverty & Coping Strategies:IF Support from family members (irregular remittances) how much :,/Home_visit_version3/povg/povg1q5_VAF,Poverty.and.Coping.Strategies.IF.Support.from.family.members..irregular.remittances..how.much..,yes,
Poverty & Coping Strategies:What is your total amount of debt up to now? (This should include not paying the rent. etc.),/Home_visit_version3/povg/povg1q2_VAF,Poverty.and.Coping.Strategies.What.is.your.total.amount.of.debt.up.to.now..This.should.include.not.paying.the.rent..etc,yes,
Poverty & Coping Strategies:Do you have a car?:Yes,/Home_visit_version3/povg/povg1q3:Yes,Poverty.and.Coping.Strategies.Do.you.have.a.car...Yes,,
Poverty & Coping Strategies:Do you have a car?:No,/Home_visit_version3/povg/povg1q3:No,Poverty.and.Coping.Strategies.Do.you.have.a.car...No,,
Food Security:Are you receiving WFP food vouchers?:Yes,/Home_visit_version3/FS/fsg1q1_VAF:Yes,Food.Security.Are.you.receiving.WFP.food.vouchers...Yes,yes,
Food Security:Are you receiving WFP food vouchers?:No,/Home_visit_version3/FS/fsg1q1_VAF:No,Food.Security.Are.you.receiving.WFP.food.vouchers...No,yes,
Food Security:Yesterday. how many meals were eaten by your family? (meals comparable to breakfast. lunch. dinner):,/Home_visit_version3/FS/fsg1q2_VAF,Food.Security.Yesterday..how.many.meals.were.eaten.by.your.family..meals.comparable.to.breakfast..lunch..dinner..,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):Over the last 7 days. how many days did you consume the following .Cereals (bread. pasta. wheat flour. bulghur) :,/Home_visit_version3/FS/fsg2_VAF/fsg2q1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..Over.the.last.7.days..how.many.days.did.you.consume.the.following..Cereals..bread..pasta..wheat.flour..bulghur...,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):Not consumed,/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a1,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..Not.consumed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):own production,/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a2,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..own.production,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought with cash,/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a3,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..bought.with.cash,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):bought on credit,/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a4,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..bought.on.credit,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):exchanged. borrowed,/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a5,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..exchanged..borrowed,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):received as gift,/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a6,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..received.as.gift,yes,
Over the last 7 days. how many days did you consume the following foods (0-7):What was the main source of the food in the past 7 days. Cereals (bread. pasta. wheat flour. bulghur):WFP food assistance,/Home_visit_version3/FS/fsg2_VAF/fsg3q1:fsg3q1a7,Over.the.last.7.days..how.many.days.did.you.consume.the.following.foods..0..7..What.was.the.main.source.of.the.food.in.the.past.7.days..Cereals..bread..pasta..wheat.flour..bulghur..WFP.food.assistance,yes,
