check_label	v4	onlyv4	onlyv3	labelv4	schemav4	labelv3	schemav3	short	vaf	identify
0	yes			Type of Housing:Assets ::Other. specify	/home_visit_4/HG/HG1/hg1q14:hg1q14a15	Type of Housing:Assets ::Other. specify	/Home_visit_version3/HG/HG1/hg1q17:hg1q17a14	Type.of.Housing.Assets...Other.specify		yes
0	yes			Type of Housing:IF other please specify :	/home_visit_4/HG/HG1/hg1q15	Type of Housing:IF other please specify :	/Home_visit_version3/HG/HG1/hg1q181_VAF	Type.of.Housing.IF.other.please.specify..	changed	
0	yes			Type of Housing:Please specify if any of the following is observed::Damp walls	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a1	Type of Housing:Please specify if any of the following is observed::Damp walls	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a1	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..Damp.walls	yes	
0	yes			Type of Housing:Please specify if any of the following is observed::Leaking roofs	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a2	Type of Housing:Please specify if any of the following is observed::Leaking roofs	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a2	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..Leaking.roofs	yes	
0	yes			Type of Housing:Please specify if any of the following is observed::Hygienic concerns	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a3	Type of Housing:Please specify if any of the following is observed::Hygienic concerns	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a3	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..Hygienic.concerns	yes	
0	yes			Type of Housing:Please specify if any of the following is observed::Privacy concern	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a4	Type of Housing:Please specify if any of the following is observed::Privacy concern	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a4	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..Privacy.concern	yes	
0	yes			Type of Housing:Please specify if any of the following is observed::Rodents	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a5	Type of Housing:Please specify if any of the following is observed::Rodents	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a5	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..Rodents	yes	
0	yes			Type of Housing:Please specify if any of the following is observed::Poor insulation (winter & summer)	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a6	Type of Housing:Please specify if any of the following is observed::Poor insulation (winter & summer)	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a6	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..Poor.insulation..winter.and.summer..	yes	
0	yes			Type of Housing:Please specify if any of the following is observed::broken windows	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a7	Type of Housing:Please specify if any of the following is observed::broken windows	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a7	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..broken.windows	yes	yes
0	yes			Type of Housing:Please specify if any of the following is observed::NA	/home_visit_4/HG/HG1/VAF_hg1q16:VAF_hg1q16a8	Type of Housing:Please specify if any of the following is observed::NA	/Home_visit_version3/HG/HG1/hg1q15:hg1q14a8	Type.of.Housing.Please.specify.if.any.of.the.following.is.observed..NA	yes	
0	yes			Type of Housing:How would you judge the assessed building?:Standard/acceptable	/home_visit_4/HG/HG1/VAF_hg1q17:VAF_hg1q16a1	Type of Housing:How would you judge the assessed building?:Standard/acceptable	/Home_visit_version3/HG/HG1/hg1q16:hg1q15a1	Type.of.Housing.How.would.you.judge.the.assessed.building..Standard..acceptable	yes	
0	yes			Type of Housing:How would you judge the assessed building?:substandard	/home_visit_4/HG/HG1/VAF_hg1q17:VAF_hg1q16a2	Type of Housing:How would you judge the assessed building?:substandard	/Home_visit_version3/HG/HG1/hg1q16:hg1q15a2	Type.of.Housing.How.would.you.judge.the.assessed.building..substandard	yes	
0	yes			Payment:Type of occupancy::For rent	/home_visit_4/HG/Hg2/VAF_hg2q1:VAF_hg2q1a1	Payment:Type of occupancy::For rent	/Home_visit_version3/HG/Hg2/hg2q1_VAF:hg2q1a1	Payment.Type.of.occupancy..For.rent	yes	
0	yes			Payment:Type of occupancy::Shelter provided through humanitarian assistance/donation	/home_visit_4/HG/Hg2/VAF_hg2q1:VAF_hg2q1a2	Payment:Type of occupancy::Shelter provided through humanitarian assistance/donation	/Home_visit_version3/HG/Hg2/hg2q1_VAF:hg2q1a2	Payment.Type.of.occupancy..Shelter.provided.through.humanitarian.assistance..donation	yes	
1	yes			Payment:Type of occupancy::Owned	/home_visit_4/HG/Hg2/VAF_hg2q1:VAF_hg2q1a3	Payment:Type of occupancy::Hosted (for free)	/Home_visit_version3/HG/Hg2/hg2q1_VAF:hg2q1a3	Payment.Type.of.occupancy..Hosted..for.free..	yes	
0	yes			Payment:Type of occupancy::Shelter provided in return for work (in a farm. as a guard. etc.)	/home_visit_4/HG/Hg2/VAF_hg2q1:VAF_hg2q1a4	Payment:Type of occupancy::Shelter provided in return for work (in a farm. as a guard. etc.)	/Home_visit_version3/HG/Hg2/hg2q1_VAF:hg2q1a5	Payment.Type.of.occupancy..Shelter.provided.in.return.for.work..in.a.farm..as.a.guard..etc..	yes	
0	yes			Payment:Type of occupancy::Squatter (illegal occupation of someone else’s house/land)	/home_visit_4/HG/Hg2/VAF_hg2q1:VAF_hg2q1a5	Payment:Type of occupancy::Squatter (illegal occupation of someone else’s house/land)	/Home_visit_version3/HG/Hg2/hg2q1_VAF:hg2q1a6	Payment.Type.of.occupancy..Squatter..illegal.occupation.of.someone.elses.house..land..	yes	
0	yes			Payment:Existence of rent contract::Yes	/home_visit_4/HG/Hg2/hg2q2:Yes	Payment:Existence of rent contract::Yes	/Home_visit_version3/HG/Hg2/hg2q2:Yes	Payment.Existence.of.rent.contract..Yes		yes
0	yes			Payment:Existence of rent contract::No	/home_visit_4/HG/Hg2/hg2q2:No	Payment:Existence of rent contract::No	/Home_visit_version3/HG/Hg2/hg2q2:No	Payment.Existence.of.rent.contract..No		
0	yes			Payment:Duration of rent agreement::Monthly	/home_visit_4/HG/Hg2/hg2q3:hg2q3a1	Payment:Duration of rent agreement::Monthly	/Home_visit_version3/HG/Hg2/hg2q3:hg2q3a1	Payment.Duration.of.rent.agreement..Monthly		
0	yes			Payment:Duration of rent agreement::Quarterly	/home_visit_4/HG/Hg2/hg2q3:hg2q3a2	Payment:Duration of rent agreement::Quarterly	/Home_visit_version3/HG/Hg2/hg2q3:hg2q3a2	Payment.Duration.of.rent.agreement..Quarterly		
0	yes			Payment:Duration of rent agreement::Biannual	/home_visit_4/HG/Hg2/hg2q3:hg2q3a3	Payment:Duration of rent agreement::Biannual	/Home_visit_version3/HG/Hg2/hg2q3:hg2q3a3	Payment.Duration.of.rent.agreement..Biannual		
0	yes			Payment:Duration of rent agreement::Annual	/home_visit_4/HG/Hg2/hg2q3:hg2q3a4	Payment:Duration of rent agreement::Annual	/Home_visit_version3/HG/Hg2/hg2q3:hg2q3a4	Payment.Duration.of.rent.agreement..Annual		
0	yes			Payment:How much:	/home_visit_4/HG/Hg2/hg2q9	Payment:How much:	/Home_visit_version3/HG/Hg2/hg2q9	Payment.How.much.		
0	yes			Payment:Who:	/home_visit_4/HG/Hg2/hg2q15	Payment:Who:	/Home_visit_version3/HG/Hg2/hg2q15	Payment.Who.		
0	yes			Payment:Did you change your place of residence during the last 12 months?:Yes	/home_visit_4/HG/Hg2/hg2q4:Yes	Payment:Did you change your place of residence during the last 12 months?:Yes	/Home_visit_version3/HG/Hg2/hg2q4:Yes	Payment.Did.you.change.your.place.of.residence.during.the.last.12.months..Yes		
0	yes			Payment:Did you change your place of residence during the last 12 months?:No	/home_visit_4/HG/Hg2/hg2q4:No	Payment:Did you change your place of residence during the last 12 months?:No	/Home_visit_version3/HG/Hg2/hg2q4:No	Payment.Did.you.change.your.place.of.residence.during.the.last.12.months...No		
0	yes			Payment:If yes. why?:Protection/security reasons	/home_visit_4/HG/Hg2/hg2q5:hg2q5a1	Payment:If yes. why?:Protection/security reasons	/Home_visit_version3/HG/Hg2/hg2q5:hg2q5a1	Payment.If.yes..why...Protection..security.reasons		
0	yes			Payment:If yes. why?:Closer to schools	/home_visit_4/HG/Hg2/hg2q5:hg2q5a2	Payment:If yes. why?:Closer to schools	/Home_visit_version3/HG/Hg2/hg2q5:hg2q5a2	Payment.If.yes..why...Closer.to.schools		
0	yes			Payment:If yes. why?:Moved to  a cheaper house	/home_visit_4/HG/Hg2/hg2q5:hg2q5a3	Payment:If yes. why?:Moved to  a cheaper house	/Home_visit_version3/HG/Hg2/hg2q5:hg2q5a3	Payment.If.yes..why...Moved.to..a.cheaper.house		
0	yes			Payment:If yes. why?:Moved to a better house	/home_visit_4/HG/Hg2/hg2q5:hg2q5a4	Payment:If yes. why?:Moved to a better house	/Home_visit_version3/HG/Hg2/hg2q5:hg2q5a4	Payment.If.yes..why...Moved.to.a.better.house		
0	yes			Payment:If yes. why?:Moved to live with another family (members)	/home_visit_4/HG/Hg2/hg2q5:hg2q5a5	Payment:If yes. why?:Moved to live with another family (members)	/Home_visit_version3/HG/Hg2/hg2q5:hg2q5a6	Payment.If.yes..why...Moved.to.live.with.another.family..members..		
1	yes			Payment:If yes. why?:Other. specify:	/home_visit_4/HG/Hg2/hg2q5:hg2q5a6	Payment:If yes. why?:Other. specify	/Home_visit_version3/HG/Hg2/hg2q5:hg2q5a5	Payment.If.yes..why...Other..specify		
0	yes			Payment:Other. specify :	/home_visit_4/HG/Hg2/hg2q6	Payment:Other. specify :	/Home_visit_version3/HG/Hg2/hg2q6	Payment.Other..specify..		
0	yes			Payment:Were you forced to move or evicted in Jordan prior to current location?:Yes	/home_visit_4/HG/Hg2/VAF_hg2q7:Yes	Payment:Were you forced to move or evicted in Jordan prior to current location?:Yes	/Home_visit_version3/HG/Hg2/hg2q7_VAF:Yes	Payment.Were.you.forced.to.move.or.evicted.in.Jordan.prior.to.current.location...Yes	yes	
0	yes			Payment:Were you forced to move or evicted in Jordan prior to current location?:No	/home_visit_4/HG/Hg2/VAF_hg2q7:No	Payment:Were you forced to move or evicted in Jordan prior to current location?:No	/Home_visit_version3/HG/Hg2/hg2q7_VAF:No	Payment.Were.you.forced.to.move.or.evicted.in.Jordan.prior.to.current.location...No	yes	
0	yes			Payment:If yes. how many times?	/home_visit_4/HG/Hg2/VAF_hg2q8	Payment:If yes. how many times?	/Home_visit_version3/HG/Hg2/hg2q8_VAF	Payment.If.yes..how.many.times..	yes	
0	yes			Water:What are your most important sources of water in your household?:Piped/municipality	/home_visit_4/WASH/washg1/VAF_washg1q1:VAF_washg1q1a1	Water:What are your most important sources of water in your household?:Piped/municipality	/Home_visit_version3/WASH/washg1/washg1q1_VAF:washg1q1a1	Water.What.are.your.most.important.sources.of.water.in.your.household...Piped..municipality	yes	yes
0	yes			Water:What are your most important sources of water in your household?:Private vendor	/home_visit_4/WASH/washg1/VAF_washg1q1:VAF_washg1q1a2	Water:What are your most important sources of water in your household?:Private vendor	/Home_visit_version3/WASH/washg1/washg1q1_VAF:washg1q1a2	Water.What.are.your.most.important.sources.of.water.in.your.household...Private.vendor	yes	
0	yes			Water:What are your most important sources of water in your household?:Informal	/home_visit_4/WASH/washg1/VAF_washg1q1:VAF_washg1q1a3	Water:What are your most important sources of water in your household?:Informal	/Home_visit_version3/WASH/washg1/washg1q1_VAF:washg1q1a4	Water.What.are.your.most.important.sources.of.water.in.your.household...Informal	yes	
0	yes			Water:What are your most important sources of water in your household?:UN agency/NGO assistance (not UNHCR CA)	/home_visit_4/WASH/washg1/VAF_washg1q1:VAF_washg1q1a4	Water:What are your most important sources of water in your household?:UN agency/NGO assistance (not UNHCR CA)	/Home_visit_version3/WASH/washg1/washg1q1_VAF:washg1q1a5	Water.What.are.your.most.important.sources.of.water.in.your.household...UN.agency..NGO.assistance..not.UNHCR.CA..	yes	
0	yes			Water:What are your most important sources of water in your household?:Shop/market	/home_visit_4/WASH/washg1/VAF_washg1q1:VAF_washg1q1a5	Water:What are your most important sources of water in your household?:Shop/market	/Home_visit_version3/WASH/washg1/washg1q1_VAF:washg1q1a6	Water.What.are.your.most.important.sources.of.water.in.your.household...Shop..market	yes	
0	yes			Water:What are your most important sources of water in your household?:Private well	/home_visit_4/WASH/washg1/VAF_washg1q1:VAF_washg1q1a6	Water:What are your most important sources of water in your household?:Private well	/Home_visit_version3/WASH/washg1/washg1q1_VAF:washg1q1a7	Water.What.are.your.most.important.sources.of.water.in.your.household...Private.well	yes	
0	yes			Water:What are your most important sources of water in your household?:Others:_________	/home_visit_4/WASH/washg1/VAF_washg1q1:VAF_washg1q1a7	Water:What are your most important sources of water in your household?:Others:_________	/Home_visit_version3/WASH/washg1/washg1q1_VAF:washg1q1a3	Water.What.are.your.most.important.sources.of.water.in.your.household...Others.	yes	
1	yes	yes		Water:IF other please specify :	/home_visit_4/WASH/washg1/VAF_Washg1q7			Water..IF.other.please.specify...	yes	
0	yes			Water:Is the water source located in an environment which is perceived to be safely (infrastructure) & securely (no personal risk) accessible to all members of the household?:Yes	/home_visit_4/WASH/washg1/VAF_washg1q2:Yes	Water:Is the water source located in an environment which is perceived to be safely (infrastructure) & securely (no personal risk) accessible to all members of the household?:Yes	/Home_visit_version3/WASH/washg1/washg1q10_VAF:Yes	Water.Is.the.water.source.located.in.an.environment.which.is.perceived.to.be.safely..infrastructure..and.securely..no.personal.risk..accessible.to.all.members.of.the.household...Yes	yes	
0	yes			Water:Is the water source located in an environment which is perceived to be safely (infrastructure) & securely (no personal risk) accessible to all members of the household?:No	/home_visit_4/WASH/washg1/VAF_washg1q2:No	Water:Is the water source located in an environment which is perceived to be safely (infrastructure) & securely (no personal risk) accessible to all members of the household?:No	/Home_visit_version3/WASH/washg1/washg1q10_VAF:No	Water.Is.the.water.source.located.in.an.environment.which.is.perceived.to.be.safely..infrastructure..and.securely..no.personal.risk..accessible.to.all.members.of.the.household...No	yes	
0	yes			Water:How many days did the household not have water in the past month?	/home_visit_4/WASH/washg1/VAF_washg1q3	Water:How many days did the household not have water in the past month?	/Home_visit_version3/WASH/washg1/washg1q4_VAF	Water.How.many.days.did.the.household.not.have.water.in.the.past.month..	yes	
0	yes			Water:What are the reasons?:No/broken pipes or storage tanks	/home_visit_4/WASH/washg1/VAF_washg1q4:VAF_washg1q4a1	Water:What are the reasons?:No/broken pipes or storage tanks	/Home_visit_version3/WASH/washg1/washg1q5_VAF:washg1q5a1	Water.What.are.the.reasons...No..broken.pipes.or.storage.tanks	yes	
0	yes			Water:What are the reasons?:Landlord/water authority cut supply	/home_visit_4/WASH/washg1/VAF_washg1q4:VAF_washg1q4a2	Water:What are the reasons?:Landlord/water authority cut supply	/Home_visit_version3/WASH/washg1/washg1q5_VAF:washg1q5a2	Water.What.are.the.reasons...Landlord..water.authority.cut.supply	yes	
0	yes			Water:What are the reasons?:Ran out of money	/home_visit_4/WASH/washg1/VAF_washg1q4:VAF_washg1q4a3	Water:What are the reasons?:Ran out of money	/Home_visit_version3/WASH/washg1/washg1q5_VAF:washg1q5a4	Water.What.are.the.reasons...Ran.out.of.money	yes	
0	yes			Water:What are the reasons?:No more shop credit	/home_visit_4/WASH/washg1/VAF_washg1q4:VAF_washg1q4a4	Water:What are the reasons?:No more shop credit	/Home_visit_version3/WASH/washg1/washg1q5_VAF:washg1q5a3	Water.What.are.the.reasons...No.more.shop.credit	yes	
0	yes			Water:What are the reasons?:Do not know	/home_visit_4/WASH/washg1/VAF_washg1q4:VAF_washg1q4a5	Water:What are the reasons?:Do not know	/Home_visit_version3/WASH/washg1/washg1q5_VAF:washg1q5a6	Water.What.are.the.reasons...Do.not.know	yes	
0	yes			Water:What are the reasons?:Other	/home_visit_4/WASH/washg1/VAF_washg1q4:VAF_washg1q4a6	Water:What are the reasons?:Other	/Home_visit_version3/WASH/washg1/washg1q5_VAF:washg1q5a5	Water.What.are.the.reasons...Other	yes	
0	yes			Water:Others:	/home_visit_4/WASH/washg1/VAF_washg1q5	Water:Others:	/Home_visit_version3/WASH/washg1/washg1q6_VAF	Water.Others.	yes	
1	yes			Water:Health. Children under 5 years no diarrhoea incidents in last six months::Children under 5 years no diarrhoea incidents in last six months	/home_visit_4/WASH/washg1/washg6:washg6a1	Water:Health::Children under 5 years no diarrhoea incidents in last six months	/Home_visit_version3/WASH/washg1/washg1q9:washg1q9a1	Water.Health..Children.under.5.years.no.diarrhoea.incidents.in.last.six.months		
1	yes			Water:Health. Children under 5 years no diarrhoea incidents in last six months::Children under 5 years had diarrhoea multiple times in last 6 months	/home_visit_4/WASH/washg1/washg6:washg6a2	Water:Health::Children under 5 years had diarrhoea multiple times in last 6 months	/Home_visit_version3/WASH/washg1/washg1q9:washg1q9a2	Water.Health..Children.under.5.years.had.diarrhoea.multiple.times.in.last.6.months		
